datetime,city,vehicle_count,weather,day_of_week,temperature_celsius,humidity,hour,is_peak_hour,road_segment
2024-01-26 03:00:00,Chennai,673,Mist,Friday,31.5,88,3,0,Adyar
2024-01-26 04:00:00,Chennai,264,Cloudy,Friday,28.1,63,4,0,Tambaram
2024-01-26 05:00:00,Chennai,281,Rain,Friday,27.1,82,5,0,Anna Nagar
2024-01-26 06:00:00,Chennai,1254,Drizzle,Friday,37.1,81,6,0,T Nagar
2024-01-26 07:00:00,Chennai,1728,Drizzle,Friday,29.3,64,7,0,OMR
2024-01-26 08:00:00,Chennai,4291,Rain,Friday,37.1,63,8,1,Adyar
2024-01-26 09:00:00,Chennai,5354,Drizzle,Friday,30.9,82,9,1,Tambaram
2024-01-26 10:00:00,Chennai,4370,Drizzle,Friday,30.8,66,10,1,Anna Nagar
2024-01-26 11:00:00,Chennai,1022,Drizzle,Friday,28.6,71,11,0,T Nagar
2024-01-26 12:00:00,Chennai,1447,Mist,Friday,32.5,89,12,0,OMR
2024-01-26 13:00:00,Chennai,878,Drizzle,Friday,28.4,70,13,0,Adyar
2024-01-26 14:00:00,Chennai,1620,Cloudy,Friday,29.7,86,14,0,Tambaram
2024-01-26 15:00:00,Chennai,1104,Rain,Friday,37.3,81,15,0,Anna Nagar
2024-01-26 16:00:00,Chennai,2085,Cloudy,Friday,35.1,63,16,0,T Nagar
2024-01-26 17:00:00,Chennai,3636,Rain,Friday,28.0,64,17,1,OMR
2024-01-26 18:00:00,Chennai,3391,Haze,Friday,30.0,88,18,1,Adyar
2024-01-26 19:00:00,Chennai,6697,Mist,Friday,31.1,84,19,1,Tambaram
2024-01-26 20:00:00,Chennai,3109,Clear,Friday,34.8,68,20,1,Anna Nagar
2024-01-26 21:00:00,Chennai,2273,Clear,Friday,27.4,65,21,0,T Nagar
2024-01-26 22:00:00,Chennai,1361,Cloudy,Friday,34.6,75,22,0,OMR
2024-01-26 23:00:00,Chennai,337,Drizzle,Friday,34.5,74,23,0,Adyar
2024-01-27 00:00:00,Chennai,556,Cloudy,Saturday,31.9,66,0,0,Tambaram
2024-01-27 01:00:00,Chennai,556,Rain,Saturday,35.1,60,1,0,Anna Nagar
2024-01-27 02:00:00,Chennai,439,Cloudy,Saturday,28.6,88,2,0,T Nagar
2024-01-27 03:00:00,Chennai,730,Clear,Saturday,28.7,74,3,0,OMR
2024-01-27 04:00:00,Chennai,623,Clear,Saturday,37.4,61,4,0,Adyar
2024-01-27 05:00:00,Chennai,600,Haze,Saturday,35.0,82,5,0,Tambaram
2024-01-27 06:00:00,Chennai,1456,Clear,Saturday,33.5,60,6,0,Anna Nagar
2024-01-27 07:00:00,Chennai,852,Haze,Saturday,35.7,64,7,0,T Nagar
2024-01-27 08:00:00,Chennai,2928,Mist,Saturday,32.3,77,8,1,OMR
2024-01-27 09:00:00,Chennai,3723,Haze,Saturday,30.0,86,9,1,Adyar
2024-01-27 10:00:00,Chennai,4901,Drizzle,Saturday,36.4,67,10,1,Tambaram
2024-01-27 11:00:00,Chennai,1693,Mist,Saturday,30.4,77,11,0,Anna Nagar
2024-01-27 12:00:00,Chennai,1346,Drizzle,Saturday,33.1,60,12,0,T Nagar
2024-01-27 13:00:00,Chennai,979,Mist,Saturday,33.9,64,13,0,OMR
2024-01-27 14:00:00,Chennai,1428,Mist,Saturday,29.1,60,14,0,Adyar
2024-01-27 15:00:00,Chennai,1348,Drizzle,Saturday,25.6,65,15,0,Tambaram
2024-01-27 16:00:00,Chennai,925,Cloudy,Saturday,36.9,72,16,0,Anna Nagar
2024-01-27 17:00:00,Chennai,2921,Rain,Saturday,32.7,70,17,1,T Nagar
2024-01-27 18:00:00,Chennai,4649,Drizzle,Saturday,26.6,88,18,1,OMR
2024-01-27 19:00:00,Chennai,3989,Clear,Saturday,25.2,70,19,1,Adyar
2024-01-27 20:00:00,Chennai,2827,Mist,Saturday,33.1,73,20,1,Tambaram
2024-01-27 21:00:00,Chennai,1471,Drizzle,Saturday,29.2,83,21,0,Anna Nagar
2024-01-27 22:00:00,Chennai,2008,Clear,Saturday,32.6,64,22,0,T Nagar
2024-01-27 23:00:00,Chennai,232,Rain,Saturday,36.7,62,23,0,OMR
2024-01-28 00:00:00,Chennai,497,Haze,Sunday,28.7,74,0,0,Adyar
2024-01-28 01:00:00,Chennai,502,Haze,Sunday,30.6,84,1,0,Tambaram
2024-01-28 02:00:00,Chennai,310,Clear,Sunday,33.6,77,2,0,Anna Nagar
2024-01-28 03:00:00,Chennai,265,Rain,Sunday,32.5,79,3,0,T Nagar
2024-01-28 04:00:00,Chennai,149,Rain,Sunday,37.6,70,4,0,OMR
2024-01-28 05:00:00,Chennai,466,Cloudy,Sunday,26.5,84,5,0,Adyar
2024-01-28 06:00:00,Chennai,1980,Haze,Sunday,36.1,70,6,0,Tambaram
2024-01-28 07:00:00,Chennai,972,Drizzle,Sunday,31.1,60,7,0,Anna Nagar
2024-01-28 08:00:00,Chennai,4692,Drizzle,Sunday,25.1,67,8,1,T Nagar
2024-01-28 09:00:00,Chennai,5089,Haze,Sunday,28.8,70,9,1,OMR
2024-01-28 10:00:00,Chennai,3742,Clear,Sunday,27.8,80,10,1,Adyar
2024-01-28 11:00:00,Chennai,945,Cloudy,Sunday,30.2,71,11,0,Tambaram
2024-01-28 12:00:00,Chennai,1490,Mist,Sunday,35.5,81,12,0,Anna Nagar
2024-01-28 13:00:00,Chennai,1837,Cloudy,Sunday,35.4,69,13,0,T Nagar
2024-01-28 14:00:00,Chennai,1720,Cloudy,Sunday,30.3,63,14,0,OMR
2024-01-28 15:00:00,Chennai,1306,Clear,Sunday,29.3,68,15,0,Adyar
2024-01-28 16:00:00,Chennai,1515,Clear,Sunday,26.4,83,16,0,Tambaram
2024-01-28 17:00:00,Chennai,4434,Mist,Sunday,36.4,78,17,1,Anna Nagar
2024-01-28 18:00:00,Chennai,5299,Cloudy,Sunday,36.1,75,18,1,T Nagar
2024-01-28 19:00:00,Chennai,3739,Mist,Sunday,30.0,68,19,1,OMR
2024-01-28 20:00:00,Chennai,2296,Drizzle,Sunday,30.8,87,20,1,Adyar
2024-01-28 21:00:00,Chennai,1187,Drizzle,Sunday,35.6,78,21,0,Tambaram
2024-01-28 22:00:00,Chennai,1596,Cloudy,Sunday,31.5,77,22,0,Anna Nagar
2024-01-28 23:00:00,Chennai,517,Cloudy,Sunday,25.8,83,23,0,T Nagar
2024-01-29 00:00:00,Chennai,652,Clear,Monday,34.9,76,0,0,OMR
2024-01-29 01:00:00,Chennai,549,Rain,Monday,26.0,80,1,0,Adyar
2024-01-29 02:00:00,Chennai,371,Cloudy,Monday,33.4,62,2,0,Tambaram
2024-01-29 03:00:00,Chennai,255,Rain,Monday,28.9,82,3,0,Anna Nagar
2024-01-29 04:00:00,Chennai,324,Haze,Monday,37.5,79,4,0,T Nagar
2024-01-29 05:00:00,Chennai,403,Clear,Monday,25.1,89,5,0,OMR
2024-01-29 06:00:00,Chennai,2247,Haze,Monday,31.1,67,6,0,Adyar
2024-01-29 07:00:00,Chennai,1242,Drizzle,Monday,29.4,70,7,0,Tambaram
2024-01-29 08:00:00,Chennai,5757,Cloudy,Monday,30.9,65,8,1,Anna Nagar
2024-01-29 09:00:00,Chennai,4787,Cloudy,Monday,35.9,82,9,1,T Nagar
2024-01-29 10:00:00,Chennai,3190,Mist,Monday,27.2,81,10,1,OMR
2024-01-29 11:00:00,Chennai,1283,Rain,Monday,35.7,88,11,0,Adyar
2024-01-29 12:00:00,Chennai,2382,Mist,Monday,32.9,76,12,0,Tambaram
2024-01-29 13:00:00,Chennai,1168,Clear,Monday,31.6,71,13,0,Anna Nagar
2024-01-29 14:00:00,Chennai,1868,Mist,Monday,27.7,61,14,0,T Nagar
2024-01-29 15:00:00,Chennai,1847,Drizzle,Monday,36.9,69,15,0,OMR
2024-01-29 16:00:00,Chennai,1764,Rain,Monday,37.2,66,16,0,Adyar
2024-01-29 17:00:00,Chennai,3712,Mist,Monday,26.2,80,17,1,Tambaram
2024-01-29 18:00:00,Chennai,3303,Clear,Monday,34.6,77,18,1,Anna Nagar
2024-01-29 19:00:00,Chennai,2415,Drizzle,Monday,26.8,80,19,1,T Nagar
2024-01-29 20:00:00,Chennai,6861,Haze,Monday,32.7,76,20,1,OMR
2024-01-29 21:00:00,Chennai,1725,Mist,Monday,26.7,62,21,0,Adyar
2024-01-29 22:00:00,Chennai,1057,Cloudy,Monday,28.2,77,22,0,Tambaram
2024-01-29 23:00:00,Chennai,251,Mist,Monday,31.8,89,23,0,Anna Nagar
2024-01-30 00:00:00,Chennai,507,Mist,Tuesday,35.4,74,0,0,T Nagar
2024-01-30 01:00:00,Chennai,632,Clear,Tuesday,27.2,75,1,0,OMR
2024-01-30 02:00:00,Chennai,604,Mist,Tuesday,31.0,78,2,0,Adyar
2024-01-30 03:00:00,Chennai,215,Cloudy,Tuesday,26.0,88,3,0,Tambaram
2024-01-30 04:00:00,Chennai,405,Drizzle,Tuesday,26.5,72,4,0,Anna Nagar
2024-01-30 05:00:00,Chennai,573,Mist,Tuesday,31.9,63,5,0,T Nagar
2024-01-30 06:00:00,Chennai,2121,Clear,Tuesday,36.8,68,6,0,OMR
2024-01-30 07:00:00,Chennai,1084,Mist,Tuesday,38.0,69,7,0,Adyar
2024-01-30 08:00:00,Chennai,4246,Rain,Tuesday,30.6,87,8,1,Tambaram
2024-01-30 09:00:00,Chennai,3354,Clear,Tuesday,26.2,62,9,1,Anna Nagar
2024-01-30 10:00:00,Chennai,3553,Mist,Tuesday,26.3,60,10,1,T Nagar
2024-01-30 11:00:00,Chennai,1609,Haze,Tuesday,27.6,78,11,0,OMR
2024-01-30 12:00:00,Chennai,2066,Mist,Tuesday,28.1,75,12,0,Adyar
2024-01-30 13:00:00,Chennai,2497,Mist,Tuesday,32.8,87,13,0,Tambaram
2024-01-30 14:00:00,Chennai,1653,Mist,Tuesday,28.3,61,14,0,Anna Nagar
2024-01-30 15:00:00,Chennai,1234,Mist,Tuesday,34.3,63,15,0,T Nagar
2024-01-30 16:00:00,Chennai,2068,Clear,Tuesday,32.2,83,16,0,OMR
2024-01-30 17:00:00,Chennai,5343,Rain,Tuesday,31.8,86,17,1,Adyar
2024-01-30 18:00:00,Chennai,3225,Cloudy,Tuesday,27.8,86,18,1,Tambaram
2024-01-30 19:00:00,Chennai,3390,Mist,Tuesday,29.9,74,19,1,Anna Nagar
2024-01-30 20:00:00,Chennai,5536,Clear,Tuesday,25.6,69,20,1,T Nagar
2024-01-30 21:00:00,Chennai,2202,Cloudy,Tuesday,37.8,63,21,0,OMR
2024-01-30 22:00:00,Chennai,1479,Clear,Tuesday,30.9,73,22,0,Adyar
2024-01-30 23:00:00,Chennai,680,Haze,Tuesday,25.1,65,23,0,Tambaram
2024-01-31 00:00:00,Chennai,507,Rain,Wednesday,37.5,86,0,0,Anna Nagar
2024-01-31 01:00:00,Chennai,607,Rain,Wednesday,37.8,69,1,0,T Nagar
2024-01-31 02:00:00,Chennai,234,Cloudy,Wednesday,29.4,63,2,0,OMR
2024-01-31 03:00:00,Chennai,291,Haze,Wednesday,26.6,84,3,0,Adyar
2024-01-31 04:00:00,Chennai,237,Rain,Wednesday,32.7,83,4,0,Tambaram
2024-01-31 05:00:00,Chennai,307,Cloudy,Wednesday,34.1,72,5,0,Anna Nagar
2024-01-31 06:00:00,Chennai,1255,Mist,Wednesday,36.0,75,6,0,T Nagar
2024-01-31 07:00:00,Chennai,1145,Mist,Wednesday,31.1,76,7,0,OMR
2024-01-31 08:00:00,Chennai,6312,Clear,Wednesday,29.0,86,8,1,Adyar
2024-01-31 09:00:00,Chennai,4478,Haze,Wednesday,30.9,77,9,1,Tambaram
2024-01-31 10:00:00,Chennai,4355,Haze,Wednesday,28.2,62,10,1,Anna Nagar
2024-01-31 11:00:00,Chennai,2327,Cloudy,Wednesday,34.3,83,11,0,T Nagar
2024-01-31 12:00:00,Chennai,1700,Haze,Wednesday,31.1,73,12,0,OMR
2024-01-31 13:00:00,Chennai,1836,Clear,Wednesday,36.9,89,13,0,Adyar
2024-01-31 14:00:00,Chennai,1162,Clear,Wednesday,35.9,62,14,0,Tambaram
2024-01-31 15:00:00,Chennai,1470,Clear,Wednesday,34.2,60,15,0,Anna Nagar
2024-01-31 16:00:00,Chennai,1918,Cloudy,Wednesday,29.0,75,16,0,T Nagar
2024-01-31 17:00:00,Chennai,5427,Drizzle,Wednesday,34.1,68,17,1,OMR
2024-01-31 18:00:00,Chennai,5254,Haze,Wednesday,35.3,65,18,1,Adyar
2024-01-31 19:00:00,Chennai,5003,Clear,Wednesday,35.7,67,19,1,Tambaram
2024-01-31 20:00:00,Chennai,3204,Haze,Wednesday,29.5,84,20,1,Anna Nagar
2024-01-31 21:00:00,Chennai,1007,Clear,Wednesday,26.0,77,21,0,T Nagar
2024-01-31 22:00:00,Chennai,1223,Clear,Wednesday,33.2,67,22,0,OMR
2024-01-31 23:00:00,Chennai,399,Rain,Wednesday,25.9,83,23,0,Adyar
2024-02-01 00:00:00,Chennai,371,Rain,Thursday,34.6,63,0,0,Tambaram
2024-02-01 01:00:00,Chennai,217,Rain,Thursday,37.6,81,1,0,Anna Nagar
2024-02-01 02:00:00,Chennai,750,Mist,Thursday,34.0,73,2,0,T Nagar
2024-02-01 03:00:00,Chennai,426,Haze,Thursday,30.4,86,3,0,OMR
2024-02-01 04:00:00,Chennai,675,Mist,Thursday,31.2,80,4,0,Adyar
2024-02-01 05:00:00,Chennai,450,Cloudy,Thursday,30.0,79,5,0,Tambaram
2024-02-01 06:00:00,Chennai,1780,Cloudy,Thursday,30.6,63,6,0,Anna Nagar
2024-02-01 07:00:00,Chennai,2033,Clear,Thursday,32.6,89,7,0,T Nagar
2024-02-01 08:00:00,Chennai,3437,Clear,Thursday,36.1,78,8,1,OMR
2024-02-01 09:00:00,Chennai,2875,Drizzle,Thursday,37.6,88,9,1,Adyar
2024-02-01 10:00:00,Chennai,4226,Rain,Thursday,32.7,67,10,1,Tambaram
2024-02-01 11:00:00,Chennai,888,Cloudy,Thursday,36.0,67,11,0,Anna Nagar
2024-02-01 12:00:00,Chennai,1688,Haze,Thursday,27.3,77,12,0,T Nagar
2024-02-01 13:00:00,Chennai,2007,Haze,Thursday,32.4,71,13,0,OMR
2024-02-01 14:00:00,Chennai,1506,Drizzle,Thursday,34.9,74,14,0,Adyar
2024-02-01 15:00:00,Chennai,2164,Haze,Thursday,35.5,77,15,0,Tambaram
2024-02-01 16:00:00,Chennai,2027,Mist,Thursday,35.5,88,16,0,Anna Nagar
2024-02-01 17:00:00,Chennai,2672,Drizzle,Thursday,33.6,88,17,1,T Nagar
2024-02-01 18:00:00,Chennai,5743,Haze,Thursday,31.3,62,18,1,OMR
2024-02-01 19:00:00,Chennai,6377,Haze,Thursday,33.6,86,19,1,Adyar
2024-02-01 20:00:00,Chennai,4491,Clear,Thursday,36.4,63,20,1,Tambaram
2024-02-01 21:00:00,Chennai,2292,Cloudy,Thursday,31.6,78,21,0,Anna Nagar
2024-02-01 22:00:00,Chennai,822,Mist,Thursday,26.7,61,22,0,T Nagar
2024-02-01 23:00:00,Chennai,443,Mist,Thursday,26.8,85,23,0,OMR
2024-02-02 00:00:00,Chennai,427,Cloudy,Friday,25.1,76,0,0,Adyar
2024-02-02 01:00:00,Chennai,656,Cloudy,Friday,31.7,84,1,0,Tambaram
2024-02-02 02:00:00,Chennai,367,Cloudy,Friday,32.9,63,2,0,Anna Nagar
2024-02-02 03:00:00,Chennai,344,Rain,Friday,34.8,69,3,0,T Nagar
2024-02-02 04:00:00,Chennai,417,Drizzle,Friday,34.3,87,4,0,OMR
2024-02-02 05:00:00,Chennai,596,Haze,Friday,29.6,76,5,0,Adyar
2024-02-02 06:00:00,Chennai,1208,Mist,Friday,36.2,60,6,0,Tambaram
2024-02-02 07:00:00,Chennai,1191,Haze,Friday,35.4,85,7,0,Anna Nagar
2024-02-02 08:00:00,Chennai,4673,Mist,Friday,28.8,79,8,1,T Nagar
2024-02-02 09:00:00,Chennai,4414,Drizzle,Friday,30.3,76,9,1,OMR
2024-02-02 10:00:00,Chennai,5612,Rain,Friday,26.0,62,10,1,Adyar
2024-02-02 11:00:00,Chennai,2140,Cloudy,Friday,27.4,72,11,0,Tambaram
2024-02-02 12:00:00,Chennai,1225,Haze,Friday,29.1,62,12,0,Anna Nagar
2024-02-02 13:00:00,Chennai,1262,Mist,Friday,37.5,78,13,0,T Nagar
2024-02-02 14:00:00,Chennai,1721,Clear,Friday,37.4,71,14,0,OMR
2024-02-02 15:00:00,Chennai,2258,Cloudy,Friday,33.2,88,15,0,Adyar
2024-02-02 16:00:00,Chennai,1381,Rain,Friday,30.6,81,16,0,Tambaram
2024-02-02 17:00:00,Chennai,6035,Clear,Friday,26.1,82,17,1,Anna Nagar
2024-02-02 18:00:00,Chennai,4259,Rain,Friday,31.0,80,18,1,T Nagar
2024-02-02 19:00:00,Chennai,3129,Rain,Friday,33.8,77,19,1,OMR
2024-02-02 20:00:00,Chennai,4074,Haze,Friday,28.6,67,20,1,Adyar
2024-02-02 21:00:00,Chennai,1789,Clear,Friday,33.8,67,21,0,Tambaram
2024-02-02 22:00:00,Chennai,924,Rain,Friday,32.6,84,22,0,Anna Nagar
2024-02-02 23:00:00,Chennai,710,Haze,Friday,35.1,72,23,0,T Nagar
2024-02-03 00:00:00,Chennai,419,Mist,Saturday,28.0,71,0,0,OMR
2024-02-03 01:00:00,Chennai,165,Drizzle,Saturday,27.3,68,1,0,Adyar
2024-02-03 02:00:00,Chennai,235,Mist,Saturday,30.3,62,2,0,Tambaram
2024-02-03 03:00:00,Chennai,479,Clear,Saturday,36.9,88,3,0,Anna Nagar
2024-02-03 04:00:00,Chennai,384,Clear,Saturday,30.5,85,4,0,T Nagar
2024-02-03 05:00:00,Chennai,436,Mist,Saturday,35.9,67,5,0,OMR
2024-02-03 06:00:00,Chennai,1039,Rain,Saturday,37.0,74,6,0,Adyar
2024-02-03 07:00:00,Chennai,1855,Rain,Saturday,37.7,84,7,0,Tambaram
2024-02-03 08:00:00,Chennai,3644,Cloudy,Saturday,34.0,71,8,1,Anna Nagar
2024-02-03 09:00:00,Chennai,3269,Mist,Saturday,31.4,84,9,1,T Nagar
2024-02-03 10:00:00,Chennai,4492,Cloudy,Saturday,26.5,75,10,1,OMR
2024-02-03 11:00:00,Chennai,1977,Mist,Saturday,33.7,82,11,0,Adyar
2024-02-03 12:00:00,Chennai,2282,Haze,Saturday,29.5,65,12,0,Tambaram
2024-02-03 13:00:00,Chennai,1326,Haze,Saturday,30.7,69,13,0,Anna Nagar
2024-02-03 14:00:00,Chennai,1507,Drizzle,Saturday,35.3,83,14,0,T Nagar
2024-02-03 15:00:00,Chennai,2155,Clear,Saturday,36.5,88,15,0,OMR
2024-02-03 16:00:00,Chennai,911,Mist,Saturday,34.7,84,16,0,Adyar
2024-02-03 17:00:00,Chennai,4057,Drizzle,Saturday,36.6,89,17,1,Tambaram
2024-02-03 18:00:00,Chennai,3803,Haze,Saturday,35.4,64,18,1,Anna Nagar
2024-02-03 19:00:00,Chennai,2498,Drizzle,Saturday,35.3,61,19,1,T Nagar
2024-02-03 20:00:00,Chennai,3896,Clear,Saturday,32.5,69,20,1,OMR
2024-02-03 21:00:00,Chennai,828,Drizzle,Saturday,30.4,81,21,0,Adyar
2024-02-03 22:00:00,Chennai,1367,Cloudy,Saturday,33.4,64,22,0,Tambaram
2024-02-03 23:00:00,Chennai,262,Rain,Saturday,32.8,85,23,0,Anna Nagar
2024-02-04 00:00:00,Chennai,202,Mist,Sunday,29.3,72,0,0,T Nagar
2024-02-04 01:00:00,Chennai,354,Cloudy,Sunday,32.4,74,1,0,OMR
2024-02-04 02:00:00,Chennai,354,Rain,Sunday,29.2,60,2,0,Adyar
2024-02-04 03:00:00,Chennai,587,Haze,Sunday,31.2,86,3,0,Tambaram
2024-02-04 04:00:00,Chennai,497,Mist,Sunday,29.7,74,4,0,Anna Nagar
2024-02-04 05:00:00,Chennai,636,Mist,Sunday,36.3,79,5,0,T Nagar
2024-02-04 06:00:00,Chennai,1562,Haze,Sunday,29.6,68,6,0,OMR
2024-02-04 07:00:00,Chennai,786,Clear,Sunday,33.5,69,7,0,Adyar
2024-02-04 08:00:00,Chennai,3642,Clear,Sunday,34.1,77,8,1,Tambaram
2024-02-04 09:00:00,Chennai,3314,Rain,Sunday,26.7,72,9,1,Anna Nagar
2024-02-04 10:00:00,Chennai,3201,Cloudy,Sunday,31.8,71,10,1,T Nagar
2024-02-04 11:00:00,Chennai,936,Drizzle,Sunday,30.5,86,11,0,OMR
2024-02-04 12:00:00,Chennai,853,Mist,Sunday,37.1,65,12,0,Adyar
2024-02-04 13:00:00,Chennai,1825,Mist,Sunday,28.4,66,13,0,Tambaram
2024-02-04 14:00:00,Chennai,1838,Clear,Sunday,36.8,89,14,0,Anna Nagar
2024-02-04 15:00:00,Chennai,876,Rain,Sunday,31.8,67,15,0,T Nagar
2024-02-04 16:00:00,Chennai,1698,Haze,Sunday,27.7,87,16,0,OMR
2024-02-04 17:00:00,Chennai,2606,Rain,Sunday,37.1,60,17,1,Adyar
2024-02-04 18:00:00,Chennai,4227,Cloudy,Sunday,31.5,85,18,1,Tambaram
2024-02-04 19:00:00,Chennai,3882,Haze,Sunday,34.5,65,19,1,Anna Nagar
2024-02-04 20:00:00,Chennai,3242,Haze,Sunday,37.6,89,20,1,T Nagar
2024-02-04 21:00:00,Chennai,2298,Clear,Sunday,25.6,60,21,0,OMR
2024-02-04 22:00:00,Chennai,1716,Mist,Sunday,26.9,73,22,0,Adyar
2024-02-04 23:00:00,Chennai,374,Clear,Sunday,34.8,79,23,0,Tambaram
2024-02-05 00:00:00,Chennai,371,Clear,Monday,34.6,82,0,0,Anna Nagar
2024-02-05 01:00:00,Chennai,670,Haze,Monday,29.0,80,1,0,T Nagar
2024-02-05 02:00:00,Chennai,413,Haze,Monday,32.4,81,2,0,OMR
2024-02-05 03:00:00,Chennai,613,Drizzle,Monday,37.2,88,3,0,Adyar
2024-02-05 04:00:00,Chennai,248,Haze,Monday,37.0,70,4,0,Tambaram
2024-02-05 05:00:00,Chennai,356,Clear,Monday,26.3,75,5,0,Anna Nagar
2024-02-05 06:00:00,Chennai,1471,Rain,Monday,27.7,80,6,0,T Nagar
2024-02-05 07:00:00,Chennai,1053,Clear,Monday,29.2,76,7,0,OMR
2024-02-05 08:00:00,Chennai,4848,Drizzle,Monday,34.1,60,8,1,Adyar
2024-02-05 09:00:00,Chennai,6875,Haze,Monday,32.3,67,9,1,Tambaram
2024-02-05 10:00:00,Chennai,6332,Clear,Monday,36.0,66,10,1,Anna Nagar
2024-02-05 11:00:00,Chennai,1235,Clear,Monday,26.1,83,11,0,T Nagar
2024-02-05 12:00:00,Chennai,1585,Rain,Monday,31.6,68,12,0,OMR
2024-02-05 13:00:00,Chennai,834,Rain,Monday,30.1,86,13,0,Adyar
2024-02-05 14:00:00,Chennai,882,Rain,Monday,35.0,84,14,0,Tambaram
2024-02-05 15:00:00,Chennai,1312,Drizzle,Monday,27.9,70,15,0,Anna Nagar
2024-02-05 16:00:00,Chennai,1366,Drizzle,Monday,36.1,87,16,0,T Nagar
2024-02-05 17:00:00,Chennai,4020,Drizzle,Monday,37.8,68,17,1,OMR
2024-02-05 18:00:00,Chennai,5680,Mist,Monday,31.7,60,18,1,Adyar
2024-02-05 19:00:00,Chennai,4740,Clear,Monday,37.2,60,19,1,Tambaram
2024-02-05 20:00:00,Chennai,3361,Drizzle,Monday,34.5,68,20,1,Anna Nagar
2024-02-05 21:00:00,Chennai,1521,Cloudy,Monday,29.0,86,21,0,T Nagar
2024-02-05 22:00:00,Chennai,897,Cloudy,Monday,29.0,81,22,0,OMR
2024-02-05 23:00:00,Chennai,796,Mist,Monday,34.9,86,23,0,Adyar
2024-02-06 00:00:00,Chennai,518,Drizzle,Tuesday,37.6,69,0,0,Tambaram
2024-02-06 01:00:00,Chennai,762,Mist,Tuesday,26.7,79,1,0,Anna Nagar
2024-02-06 02:00:00,Chennai,376,Drizzle,Tuesday,31.6,89,2,0,T Nagar
2024-02-06 03:00:00,Chennai,692,Cloudy,Tuesday,35.5,81,3,0,OMR
2024-02-06 04:00:00,Chennai,625,Clear,Tuesday,26.9,85,4,0,Adyar
2024-02-06 05:00:00,Chennai,690,Cloudy,Tuesday,37.2,67,5,0,Tambaram
2024-02-06 06:00:00,Chennai,1413,Rain,Tuesday,35.2,67,6,0,Anna Nagar
2024-02-06 07:00:00,Chennai,1578,Rain,Tuesday,35.2,74,7,0,T Nagar
2024-02-06 08:00:00,Chennai,2898,Drizzle,Tuesday,31.9,75,8,1,OMR
2024-02-06 09:00:00,Chennai,5898,Haze,Tuesday,33.5,88,9,1,Adyar
2024-02-06 10:00:00,Chennai,4524,Drizzle,Tuesday,27.4,65,10,1,Tambaram
2024-02-06 11:00:00,Chennai,884,Cloudy,Tuesday,31.7,77,11,0,Anna Nagar
2024-02-06 12:00:00,Chennai,1004,Mist,Tuesday,36.8,71,12,0,T Nagar
2024-02-06 13:00:00,Chennai,1953,Rain,Tuesday,36.9,82,13,0,OMR
2024-02-06 14:00:00,Chennai,1266,Rain,Tuesday,26.6,76,14,0,Adyar
2024-02-06 15:00:00,Chennai,2068,Mist,Tuesday,29.5,75,15,0,Tambaram
2024-02-06 16:00:00,Chennai,2161,Clear,Tuesday,29.7,88,16,0,Anna Nagar
2024-02-06 17:00:00,Chennai,3559,Drizzle,Tuesday,30.9,72,17,1,T Nagar
2024-02-06 18:00:00,Chennai,3719,Drizzle,Tuesday,33.9,67,18,1,OMR
2024-02-06 19:00:00,Chennai,5145,Rain,Tuesday,26.0,72,19,1,Adyar
2024-02-06 20:00:00,Chennai,4682,Cloudy,Tuesday,26.7,75,20,1,Tambaram
2024-02-06 21:00:00,Chennai,1456,Drizzle,Tuesday,32.1,64,21,0,Anna Nagar
2024-02-06 22:00:00,Chennai,2046,Rain,Tuesday,35.8,70,22,0,T Nagar
2024-02-06 23:00:00,Chennai,213,Mist,Tuesday,34.7,74,23,0,OMR
2024-02-07 00:00:00,Chennai,571,Clear,Wednesday,26.6,87,0,0,Adyar
2024-02-07 01:00:00,Chennai,566,Clear,Wednesday,37.4,76,1,0,Tambaram
2024-02-07 02:00:00,Chennai,607,Haze,Wednesday,27.2,60,2,0,Anna Nagar
2024-02-07 03:00:00,Chennai,438,Rain,Wednesday,36.7,61,3,0,T Nagar
2024-02-07 04:00:00,Chennai,531,Haze,Wednesday,30.8,87,4,0,OMR
2024-02-07 05:00:00,Chennai,690,Clear,Wednesday,33.9,66,5,0,Adyar
2024-02-07 06:00:00,Chennai,1141,Haze,Wednesday,35.1,69,6,0,Tambaram
2024-02-07 07:00:00,Chennai,1662,Clear,Wednesday,34.4,84,7,0,Anna Nagar
2024-02-07 08:00:00,Chennai,4266,Cloudy,Wednesday,32.7,89,8,1,T Nagar
2024-02-07 09:00:00,Chennai,4392,Drizzle,Wednesday,29.8,76,9,1,OMR
2024-02-07 10:00:00,Chennai,5836,Clear,Wednesday,36.5,75,10,1,Adyar
2024-02-07 11:00:00,Chennai,2182,Cloudy,Wednesday,36.8,67,11,0,Tambaram
2024-02-07 12:00:00,Chennai,1732,Mist,Wednesday,34.9,74,12,0,Anna Nagar
2024-02-07 13:00:00,Chennai,867,Clear,Wednesday,36.1,67,13,0,T Nagar
2024-02-07 14:00:00,Chennai,2230,Mist,Wednesday,33.9,72,14,0,OMR
2024-02-07 15:00:00,Chennai,1899,Rain,Wednesday,34.3,76,15,0,Adyar
2024-02-07 16:00:00,Chennai,813,Cloudy,Wednesday,34.3,81,16,0,Tambaram
